# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
21

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,ZQCTGKKFUH,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,16,17
# x,y,z,u,w
9.327840624340447140e-02, -1.110591950806782274e-02, -4.223999999999999456e-03, 8.673617379884035472e-19, 6.639253488249151347e-02, 0.000000000000000000e+00, -2.612829106536002839e-17, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 9.327840624340447140e-02, -1.110591950806782274e-02, -4.223999999999998589e-03
9.327840624340447140e-02, -2.026201603850916189e-02, -4.223999999999999456e-03, 2.602085213965210642e-18, 5.093060301222250563e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 9.327840624340447140e-02, -2.026201603850916189e-02, -4.223999999999996854e-03
9.327840624340447140e-02, -2.641503539089496561e-02, -4.223999999999999456e-03, 1.734723475976807094e-18, 2.793923131824034567e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.600000000000000089e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 9.327840624340447140e-02, -2.641503539089496561e-02, -4.223999999999997722e-03
9.327840624340447140e-02, -2.865914725113571232e-02, -4.223999999999999456e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 9.327840624340447140e-02, -2.865914725113571232e-02, -4.223999999999999456e-03
1.276141410870415549e-01, 2.985304908371190155e-02, -1.247999999999999544e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.276141410870415549e-01, 2.985304908371190155e-02, -1.247999999999999544e-03
1.276141410870415549e-01, 2.750868171844881097e-02, -1.247999999999999544e-03, 4.336808689942017736e-19, 3.037576981128400216e-02, -9.137406488153679875e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 1.276141410870415549e-01, 2.750868171844881097e-02, -1.247999999999999110e-03
1.276141410870415549e-01, 2.110545847012657711e-02, -1.247999999999999544e-03, 4.336808689942017736e-19, 5.524740933462576886e-02, -5.023869164166107047e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 1.276141410870415549e-01, 2.110545847012657711e-02, -1.247999999999999110e-03
1.276141410870415549e-01, 1.160048293380739823e-02, -1.247999999999999761e-03, 4.470280076681872704e-18, 7.200729808478736893e-02, -3.854550351680630317e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 1.276141410870415549e-01, 1.160048293380739996e-02, -1.247999999999995641e-03
1.276141410870415549e-01, 0.000000000000000000e+00, -1.247999999999999761e-03, 1.130052419958074505e-18, 7.814609816742379422e-02, 0.000000000000000000e+00, -3.759081800678176709e-18, 1.000000000000000000e+00, 1.800000000000000044e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.276141410870415549e-01, -9.240349049451957593e-19, -1.247999999999999110e-03
1.276141410870415549e-01, -1.160048293380739823e-02, -1.247999999999999761e-03, 4.119968255444916849e-18, 7.200729808478736893e-02, 0.000000000000000000e+00, -2.409093969800393948e-17, 1.000000000000000000e+00, 1.800000000000000044e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 1.276141410870415549e-01, -1.160048293380739823e-02, -1.247999999999995641e-03
1.276141410870415549e-01, -2.110545847012657364e-02, -1.247999999999999977e-03, 3.576224061345498009e-18, 5.524740933462576886e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 1.276141410870415549e-01, -2.110545847012657017e-02, -1.247999999999999110e-03
1.276141410870415549e-01, -2.750868171844880403e-02, -1.247999999999999977e-03, 3.576224061345498009e-18, 3.037576981128400216e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 1.800000000000000044e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 1.276141410870415549e-01, -2.750868171844880750e-02, -1.247999999999999110e-03
1.276141410870415549e-01, -2.985304908371190155e-02, -1.247999999999999977e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 1.276141410870415549e-01, -2.985304908371190155e-02, -1.247999999999999977e-03
1.559999999999999443e-01, 2.999999999999999889e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.559999999999999443e-01, 2.999999999999999889e-02, 0.000000000000000000e+00
1.559999999999999443e-01, 2.764089150958199889e-02, 0.000000000000000000e+00, 2.775557561562891351e-17, 3.112713207665599238e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 1.559999999999999720e-01, 2.764089150958199889e-02, 0.000000000000000000e+00
1.559999999999999443e-01, 2.120904402555200130e-02, 0.000000000000000000e+00, 2.775557561562891351e-17, 5.655745073480531598e-02, -9.815002357787741659e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 1.559999999999999720e-01, 2.120904402555200130e-02, 0.000000000000000000e+00
1.559999999999999443e-01, 1.167267452874600278e-02, 0.000000000000000000e+00, 2.797157557069881010e-17, 7.370904402555200630e-02, -3.765559027737105727e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 1.559999999999999720e-01, 1.167267452874599931e-02, 0.000000000000000000e+00
1.559999999999999443e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.551115123125782702e-17, 8.000000000000000167e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.559999999999999998e-01, 0.000000000000000000e+00, 0.000000000000000000e+00
1.559999999999999443e-01, -1.167267452874599237e-02, 0.000000000000000000e+00, 5.561946577567963334e-17, 7.370904402555200630e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 1.559999999999999998e-01, -1.167267452874599584e-02, 0.000000000000000000e+00
1.559999999999999443e-01, -2.120904402555200130e-02, 0.000000000000000000e+00, 5.561946577567963334e-17, 5.655745073480531598e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 1.559999999999999998e-01, -2.120904402555199783e-02, 0.000000000000000000e+00
1.559999999999999443e-01, -2.764089150958198848e-02, 0.000000000000000000e+00, 2.860979249076398407e-17, 3.112713207665599238e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 1.559999999999999720e-01, -2.764089150958199542e-02, 0.000000000000000000e+00
1.559999999999999443e-01, -2.999999999999999889e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 1.559999999999999443e-01, -2.999999999999999889e-02, 0.000000000000000000e+00
1.922402799834859732e-01, 2.947122633398209512e-02, -1.387778780781447811e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 1.922402799834859732e-01, 2.947122633398209512e-02, -1.387778780781447811e-20
1.922402799834859732e-01, 2.715406389220207523e-02, -1.100446545017155345e-20, 1.100446545017155345e-20, 3.081337504834355881e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 1.922402799834859732e-01, 2.715406389220207523e-02, 0.000000000000000000e+00
1.922402799834859732e-01, 2.083525272525902500e-02, -3.169027989104296310e-21, 3.469448399264444972e-18, 5.599367984910748330e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 1.922402799834859732e-01, 2.083525272525902153e-02, 0.000000000000000000e+00
1.922402799834859732e-01, 1.146521442496521714e-02, 8.449985013507044468e-21, 3.469457242086570700e-18, 7.297494318387520718e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 1.922402799834859732e-01, 1.146521442496521367e-02, 0.000000000000000000e+00
1.922402799834859732e-01, 0.000000000000000000e+00, 2.266705341943030772e-20, 5.551115812758646762e-17, 7.920245266796419048e-02, 0.000000000000000000e+00, -1.101617157347161969e-18, 1.000000000000000000e+00, 2.200000000000000178e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 1.922402799834860287e-01, -1.586981476587397220e-20, 0.000000000000000000e+00
1.922402799834859732e-01, -1.146521442496521020e-02, 3.688412182535356496e-20, 2.797159988891871166e-17, 7.297494318387520718e-02, 7.606878307720800958e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 1.922402799834860010e-01, -1.146521442496521367e-02, 0.000000000000000000e+00
1.922402799834859732e-01, -2.083525272525902500e-02, 4.850313482796490725e-20, 2.775561799544342013e-17, 5.599367984910748330e-02, 9.913824449625390687e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 1.922402799834860010e-01, -2.083525272525902500e-02, 0.000000000000000000e+00
1.922402799834859732e-01, -2.715406389220206829e-02, 5.633857228903215235e-20, 5.633857228903215235e-20, 3.081337504834355881e-02, 9.007638913972514951e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.200000000000000178e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 1.922402799834859732e-01, -2.715406389220206829e-02, 0.000000000000000000e+00
1.922402799834859732e-01, -2.947122633398209512e-02, 5.921189464667509055e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.200000000000000178e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 1.922402799834859732e-01, -2.947122633398209512e-02, 5.921189464667509055e-20
2.336861959740847983e-01, 2.811367900194628594e-02, -4.163336342344335308e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.336861959740847983e-01, 2.811367900194628594e-02, -4.163336342344335308e-20
2.336861959740847983e-01, 2.590399974234640357e-02, -3.301630789332690805e-20, 2.775559525269600924e-17, 2.999131641623958844e-02, 0.000000000000000000e+00, -1.156817161275051855e-16, 1.000000000000000000e+00, 2.399999999999999911e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 2.336861959740848260e-01, 2.590399974234640357e-02, 0.000000000000000000e+00
2.336861959740847983e-01, 1.987557968441754780e-02, -9.507361890255325794e-21, 2.775557724394908825e-17, 5.451265401061927696e-02, -1.018316797058606620e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.399999999999999911e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 2.336861959740848260e-01, 1.987557968441754780e-02, 0.000000000000000000e+00
2.336861959740847983e-01, 1.093356747211618463e-02, 2.536367898575526900e-20, 5.551115702573482934e-17, 7.104605997536188322e-02, -3.906701599674111370e-16, -2.441688499796319606e-17, 1.000000000000000000e+00, 2.399999999999999911e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 2.336861959740848538e-01, 1.093356747211618463e-02, 0.000000000000000000e+00
2.336861959740847983e-01, 0.000000000000000000e+00, 6.800116025829078776e-20, 5.551121329818471589e-17, 7.710735800389256767e-02, 0.000000000000000000e+00, -3.394648047412066214e-18, 1.000000000000000000e+00, 2.399999999999999911e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.336861959740848538e-01, -4.760944429762183535e-20, 0.000000000000000000e+00
2.336861959740847983e-01, -1.093356747211617769e-02, 1.106386415308262885e-19, 5.594326054618427339e-17, 7.104605997536188322e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.399999999999999911e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 2.336861959740848538e-01, -1.093356747211618463e-02, 0.000000000000000000e+00
2.336861959740847983e-01, -1.987557968441754780e-02, 1.455096824068369073e-19, 5.564216542922885258e-17, 5.451265401061927696e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.399999999999999911e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 2.336861959740848538e-01, -1.987557968441754433e-02, 1.734723475976807094e-18
2.336861959740847983e-01, -2.590399974234640357e-02, 1.690186284099084715e-19, 5.551140854199546790e-17, 2.999131641623958844e-02, 9.254537290200414841e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.399999999999999911e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 2.336861959740848538e-01, -2.590399974234640357e-02, 0.000000000000000000e+00
2.336861959740847983e-01, -2.811367900194628594e-02, 1.776356839400249346e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.399999999999999911e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.336861959740847983e-01, -2.811367900194628594e-02, 1.776356839400249346e-19
2.750119719729408052e-01, 2.627051850291942103e-02, -6.245004513516506272e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 2.750119719729408052e-01, 2.627051850291942103e-02, -6.245004513516506272e-20
2.750119719729408052e-01, 2.420632711344114507e-02, -4.952833749462656912e-20, 4.952833749462656912e-20, 2.883977485959408546e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 2.750119719729408052e-01, 2.420632711344114507e-02, 0.000000000000000000e+00
2.750119719729408052e-01, 1.857257619308375768e-02, -1.426141278815716090e-20, 1.426141278815716090e-20, 5.242980344724865877e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 2.750119719729408052e-01, 1.857257619308375768e-02, 0.000000000000000000e+00
2.750119719729408052e-01, 1.021383370793889703e-02, 3.806378689349124752e-20, 3.806378689349124752e-20, 6.833252337478773475e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 2.750119719729408052e-01, 1.021383370793889703e-02, 0.000000000000000000e+00
2.750119719729408052e-01, 0.000000000000000000e+00, 1.020017403874362177e-19, 1.245164174368373873e-19, 7.416103700583885627e-02, 0.000000000000000000e+00, -5.294269461234925104e-18, 1.000000000000000000e+00, 2.600000000000000089e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 2.750119719729408052e-01, -7.141416644643278613e-20, 0.000000000000000000e+00
2.750119719729408052e-01, -1.021383370793890050e-02, 1.659396938813812361e-19, 1.659396938813812361e-19, 6.833252337478773475e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 2.750119719729408052e-01, -1.021383370793890050e-02, 0.000000000000000000e+00
2.750119719729408052e-01, -1.857257619308376462e-02, 2.182648935630296746e-19, 1.516458582413777323e-18, 5.242980344724866570e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 2.750119719729408052e-01, -1.857257619308376462e-02, 1.734723475976807094e-18
2.750119719729408052e-01, -2.420632711344115201e-02, 2.535318182694990046e-19, 6.943524104700431878e-18, 2.883977485959408546e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.600000000000000089e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 2.750119719729408052e-01, -2.420632711344114507e-02, 0.000000000000000000e+00
2.750119719729408052e-01, -2.627051850291942103e-02, 2.664535259100374982e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.600000000000000089e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 2.750119719729408052e-01, -2.627051850291942103e-02, 2.664535259100374982e-19
3.108918319811977971e-01, 2.428490533592837786e-02, -5.551115123125785225e-20, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 3.108918319811977971e-01, 2.428490533592837786e-02, -5.551115123125785225e-20
3.108918319811977971e-01, 2.237667405891246089e-02, -4.402483772436713242e-20, 4.402483772436713242e-20, 2.753756905765705060e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.799999999999999822e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 3.108918319811977971e-01, 2.237667405891246089e-02, 0.000000000000000000e+00
3.108918319811977971e-01, 1.716879354131384608e-02, -1.267677784710150936e-20, 1.267677784710150936e-20, 5.006055838690357668e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.799999999999999822e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 3.108918319811977971e-01, 1.716879354131384608e-02, 0.000000000000000000e+00
3.108918319811977971e-01, 9.442113170173339204e-03, 3.383282200037982873e-20, 3.383282200037982873e-20, 6.524446235692837881e-02, 0.000000000000000000e+00, -2.658805687579698329e-17, 1.000000000000000000e+00, 2.799999999999999822e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 3.108918319811977971e-01, 9.442113170173339204e-03, 0.000000000000000000e+00
3.108918319811977971e-01, 0.000000000000000000e+00, 9.066821367772112257e-20, 1.106812599438555116e-19, 7.080981067185676547e-02, 0.000000000000000000e+00, -4.928739672378953540e-18, 1.000000000000000000e+00, 2.799999999999999822e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 3.108918319811977971e-01, -6.347925906349582862e-20, 0.000000000000000000e+00
3.108918319811977971e-01, -9.442113170173349612e-03, 1.475036053550624525e-19, 6.940461506504710219e-18, 6.524446235692837881e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.799999999999999822e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 3.108918319811977971e-01, -9.442113170173342673e-03, 0.000000000000000000e+00
3.108918319811977971e-01, -1.716879354131386343e-02, 1.940132052025438147e-19, 1.091155468304758916e-17, 5.006055838690358362e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.799999999999999822e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 3.108918319811977971e-01, -1.716879354131385302e-02, 3.469446951953614189e-18
3.108918319811977971e-01, -2.237667405891245742e-02, 2.253612650798093234e-19, 3.476758526590334925e-18, 2.753756905765705060e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.799999999999999822e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 3.108918319811977971e-01, -2.237667405891246089e-02, 0.000000000000000000e+00
3.108918319811977971e-01, -2.428490533592837786e-02, 2.368475785867000733e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.799999999999999822e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 3.108918319811977971e-01, -2.428490533592837786e-02, 2.368475785867000733e-19
3.360000000000000209e-01, 2.250000000000000264e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 3.360000000000000209e-01, 2.250000000000000264e-02, 0.000000000000000000e+00
3.360000000000000209e-01, 2.073066863218649830e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 2.626351768967848804e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 3.360000000000000209e-01, 2.073066863218649830e-02, 0.000000000000000000e+00
3.360000000000000209e-01, 1.590678301916399057e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 4.772034905749198558e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 3.360000000000000209e-01, 1.590678301916399057e-02, 0.000000000000000000e+00
3.360000000000000209e-01, 8.754505896559492545e-03, 0.000000000000000000e+00, 0.000000000000000000e+00, 6.219200589655950184e-02, 1.785153909445739143e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 3.360000000000000209e-01, 8.754505896559492545e-03, 0.000000000000000000e+00
3.360000000000000209e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.551115123125782702e-17, 6.750000000000000444e-02, 1.644774851296528018e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 3.359999999999999654e-01, 0.000000000000000000e+00, 0.000000000000000000e+00
3.360000000000000209e-01, -8.754505896559492545e-03, 0.000000000000000000e+00, 5.561946577567963334e-17, 6.219200589655950878e-02, 8.925769547228693741e-16, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 3.359999999999999654e-01, -8.754505896559496014e-03, 0.000000000000000000e+00
3.360000000000000209e-01, -1.590678301916400098e-02, 0.000000000000000000e+00, 3.469446951953614189e-18, 4.772034905749199946e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 3.360000000000000209e-01, -1.590678301916399751e-02, 0.000000000000000000e+00
3.360000000000000209e-01, -2.073066863218649483e-02, 0.000000000000000000e+00, 5.561946577567963334e-17, 2.626351768967849151e-02, -2.113622093093553772e-15, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.000000000000000000e+00, 2.250000000000000000e+00, 1.750000000000000000e+00, 3.359999999999999654e-01, -2.073066863218649830e-02, 0.000000000000000000e+00
3.360000000000000209e-01, -2.250000000000000264e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00, 3.360000000000000209e-01, -2.250000000000000264e-02, 0.000000000000000000e+00
3.863489756946804077e-01, 1.773804553842326173e-02, 2.220446049250314090e-19, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.200000000000000178e+00, 4.000000000000000000e+00, 0.000000000000000000e+00, 3.863489756946804077e-01, 1.773804553842326173e-02, 2.220446049250314090e-19
3.863489756946804077e-01, 1.633915586785980589e-02, 2.086192893006653839e-19, 2.086192893006653839e-19, 2.181886898956002241e-02, 0.000000000000000000e+00, 1.590113105135600161e-16, 1.000000000000000000e+00, 3.200000000000000178e+00, 3.750000000000000000e+00, 2.500000000000000000e-01, 3.863489756946804077e-01, 1.633915586785980589e-02, 0.000000000000000000e+00
3.863489756946804077e-01, 1.253984885704969438e-02, 1.721568742529886852e-19, 1.743245113992181984e-18, 3.957480676292265270e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 3.200000000000000178e+00, 3.500000000000000000e+00, 5.000000000000000000e-01, 3.863489756946804077e-01, 1.253984885704969611e-02, 0.000000000000000000e+00
3.863489756946804077e-01, 6.920648154816929840e-03, 1.182287163920845617e-19, 1.738747700928681703e-18, 5.156920262902834479e-02, 1.076439975824069739e-15, 3.363874924450217933e-17, 1.000000000000000000e+00, 3.200000000000000178e+00, 3.250000000000000000e+00, 7.500000000000000000e-01, 3.863489756946804077e-01, 6.920648154816928105e-03, 0.000000000000000000e+00
3.863489756946804077e-01, 0.000000000000000000e+00, 5.181040781584068617e-20, 5.552150440572594809e-17, 5.597929107684652961e-02, 1.983274534686548438e-15, 3.826106662132137986e-17, 1.000000000000000000e+00, 3.200000000000000178e+00, 3.000000000000000000e+00, 1.000000000000000000e+00, 3.863489756946803522e-01, 1.070913692652783176e-18, 0.000000000000000000e+00
3.863489756946804077e-01, -6.920648154816935044e-03, -1.460790076040323754e-20, 5.204190929790156252e-18, 5.156920262902834479e-02, 1.076439975824069739e-15, 3.363874924450217933e-17, 1.000000000000000000e+00, 3.200000000000000178e+00, 2.750000000000000000e+00, 1.250000000000000000e+00, 3.863489756946804077e-01, -6.920648154816929840e-03, 0.000000000000000000e+00
3.863489756946804077e-01, -1.253984885704970478e-02, -6.853605862130740913e-20, 5.204621699439532415e-18, 3.957480676292265964e-02, 0.000000000000000000e+00, 8.766807056665436091e-17, 1.000000000000000000e+00, 3.200000000000000178e+00, 2.500000000000000000e+00, 1.500000000000000000e+00, 3.863489756946804077e-01, -1.253984885704969958e-02, 0.000000000000000000e+00
